level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1462	-1	
3	1	1	1	0	0	37	30	1000	1462	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	66	10	0.000000	Laan:
5	1	1	1	1	2	112	30	49	10	0.000000	ake
5	1	1	1	1	3	482	30	110	10	0.000000	BEAGOEORER
5	1	1	1	1	4	913	30	58	10	11.014957	Tatiana:
5	1	1	1	1	5	987	30	50	10	0.000000	abd
4	1	1	1	2	0	261	173	145	19	-1	
5	1	1	1	2	1	261	173	17	19	78.098274	x?
5	1	1	1	2	2	401	178	5	14	92.599419	1
4	1	1	1	3	0	142	185	417	39	-1	
5	1	1	1	3	1	142	193	40	18	85.264206	C(x)
5	1	1	1	3	2	192	193	45	14	85.414490	=20x
5	1	1	1	3	3	245	193	30	31	63.395603	+"
5	1	1	1	3	4	288	193	50	18	20.202023	+6(50
5	1	1	1	3	5	346	193	30	18	20.202023	—x)
5	1	1	1	3	6	385	193	10	10	70.462616	+
5	1	1	1	3	7	404	210	4	14	35.445419	,
5	1	1	1	3	8	416	193	25	18	73.704483	(50
5	1	1	1	3	9	450	185	38	26	33.032600	x)’
5	1	1	1	3	10	497	193	62	14	89.422913	+10000
4	1	1	1	4	0	209	236	31	16	-1	
5	1	1	1	4	1	209	236	31	16	34.262699	32
4	1	1	1	5	0	192	249	172	14	-1	
5	1	1	1	5	1	192	255	10	5	96.886177	=
5	1	1	1	5	2	211	256	7	2	92.194832	一
5	1	1	1	5	3	226	245	10	27	40.426163	Xx
5	1	1	1	5	4	251	249	43	14	57.746414	-36x
5	1	1	1	5	5	302	249	62	14	91.583282	+11550
4	1	1	1	6	0	208	266	10	14	-1	
5	1	1	1	6	1	208	266	10	14	94.473358	4
4	1	1	1	7	0	106	304	155	16	-1	
5	1	1	1	7	1	106	316	11	1	39.462708	a
5	1	1	1	7	2	200	315	2	5	51.061562	i
5	1	1	1	7	3	253	304	8	14	96.940552	3
4	1	1	1	8	0	102	315	721	34	-1	
5	1	1	1	8	1	102	316	37	15	57.765408	BU,
5	1	1	1	8	2	153	315	15	16	88.225578	&
5	1	1	1	8	3	181	317	45	18	78.452240	C(x)
5	1	1	1	8	4	235	321	41	28	0.000000	=e
5	1	1	1	8	5	296	318	20	14	59.703026	88
5	1	1	1	8	6	325	317	32	15	75.455811	=0,
5	1	1	1	8	7	371	318	14	15	91.668419	得
5	1	1	1	8	8	399	318	68	17	71.230766	x=24,y
5	1	1	1	8	9	475	318	36	14	89.410851	=26
5	1	1	1	8	10	522	328	1	4	89.565018	，
5	1	1	1	8	11	534	318	14	15	90.910103	这
5	1	1	1	8	12	553	318	19	15	96.844872	时
5	1	1	1	8	13	573	318	20	15	95.938217	总
5	1	1	1	8	14	592	313	16	28	96.829025	成
5	1	1	1	8	15	608	318	8	15	86.649269	本
5	1	1	1	8	16	623	318	20	15	93.557587	最
5	1	1	1	8	17	646	323	3	6	80.555626	小
5	1	1	1	8	18	670	317	75	19	90.237900	C(24,26)
5	1	1	1	8	19	758	318	65	14	90.727524	=11118
4	1	1	1	9	0	102	372	854	22	-1	
5	1	1	1	9	1	102	378	15	13	92.612679	3)
5	1	1	1	9	2	128	377	28	15	96.066147	总
5	1	1	1	9	3	164	377	29	15	96.788910	产量
5	1	1	1	9	4	188	373	19	29	96.748482	为
5	1	1	1	9	5	211	379	17	12	91.575439	”50
5	1	1	1	9	6	241	377	6	16	92.779488	件
5	1	1	1	9	7	257	378	15	14	92.821968	且
5	1	1	1	9	8	273	377	21	15	96.542107	总
5	1	1	1	9	9	303	377	8	16	96.844925	成
5	1	1	1	9	10	310	373	17	29	96.989281	本
5	1	1	1	9	11	326	377	19	16	96.861931	最
5	1	1	1	9	12	347	379	9	12	96.294685	小
5	1	1	1	9	13	360	378	8	14	93.174377	时
5	1	1	1	9	14	377	378	17	15	82.327324	甲
5	1	1	1	9	15	395	377	33	15	90.727356	产品
5	1	1	1	9	16	431	377	15	15	96.245132	的
5	1	1	1	9	17	446	373	33	29	94.426048	边际
5	1	1	1	9	18	478	378	9	14	96.937401	成
5	1	1	1	9	19	494	377	10	13	96.945572	本
5	1	1	1	9	20	511	377	9	15	96.176598	为
5	1	1	1	9	21	560	376	19	17	39.794113	Cx
5	1	1	1	9	22	584	372	68	22	52.451561	(24,
5	1	1	1	9	23	630	368	25	33	92.256966	26)
5	1	1	1	9	24	663	382	7	5	96.771591	=
5	1	1	1	9	25	676	376	28	16	92.853142	32
5	1	1	1	9	26	706	368	13	33	90.878456	，
5	1	1	1	9	27	719	377	14	15	85.468803	表
