level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1472	-1	
3	1	1	1	0	0	37	30	1000	392	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	59	10	7.393780	Kaas
5	1	1	1	1	2	112	30	49	10	0.000000	eked
5	1	1	1	1	3	482	30	110	10	0.000000	sanboseata
5	1	1	1	1	4	913	30	58	10	0.000000	Taang:
5	1	1	1	1	5	987	30	50	10	0.000000	aeked
4	1	1	1	2	0	273	169	495	28	-1	
5	1	1	1	2	1	273	172	65	23	91.666557	2012
5	1	1	1	2	2	357	169	16	28	96.747437	年
5	1	1	1	2	3	387	170	17	26	93.280899	全
5	1	1	1	2	4	414	170	19	27	77.226089	国
5	1	1	1	2	5	447	170	67	27	87.301765	硕士
5	1	1	1	2	6	530	170	45	27	92.831223	研究
5	1	1	1	2	7	574	165	28	44	92.818115	生
5	1	1	1	2	8	601	171	16	25	74.910339	入
5	1	1	1	2	9	629	170	17	27	96.981796	学
5	1	1	1	2	10	662	170	45	27	96.390526	统一
5	1	1	1	2	11	722	170	46	27	96.684479	考试
4	1	1	1	3	0	401	227	139	18	-1	
5	1	1	1	3	1	401	228	16	9	35.339035	Wek
5	1	1	1	3	2	437	227	83	18	58.651043	MS
5	1	1	1	3	3	479	220	18	29	70.002594	—
5	1	1	1	3	4	533	228	7	9	36.983841	=P
4	1	1	1	4	0	400	227	247	33	-1	
5	1	1	1	4	1	400	227	104	33	96.920837	数学
5	1	1	1	4	2	512	239	8	19	96.966217	三
5	1	1	1	4	3	524	227	72	33	95.838509	试题
5	1	1	1	4	4	615	227	32	32	96.913452	解析
4	1	1	1	5	0	136	280	778	16	-1	
5	1	1	1	5	1	102	286	22	8	93.034958	一
5	1	1	1	5	2	137	282	2	2	92.763443	、
5	1	1	1	5	3	139	281	23	15	89.425201	选
5	1	1	1	5	4	169	281	10	15	27.621674	择
5	1	1	1	5	5	182	284	8	11	90.221901	题
5	1	1	1	5	6	198	272	8	35	38.103760	。
5	1	1	1	5	7	217	281	80	15	77.453514	1~-
5	1	1	1	5	8	246	272	8	35	96.859001	8
5	1	1	1	5	9	266	281	21	15	93.097900	小
5	1	1	1	5	10	286	272	16	35	88.745850	题
5	1	1	1	5	11	301	272	16	35	82.410431	，
5	1	1	1	5	12	316	281	19	15	92.835136	每
5	1	1	1	5	13	337	281	17	15	96.762009	小
5	1	1	1	5	14	356	284	2	2	77.600395	题
5	1	1	1	5	15	375	272	11	35	50.617668	“4
5	1	1	1	5	16	402	281	11	15	92.223366	分
5	1	1	1	5	17	426	281	5	15	89.052315	，
5	1	1	1	5	18	434	281	6	14	92.776939	共
5	1	1	1	5	19	455	281	43	15	93.200050	32
5	1	1	1	5	20	487	272	16	35	93.090355	分
5	1	1	1	5	21	502	272	12	35	88.534454	，
5	1	1	1	5	22	517	281	17	15	93.080963	下
5	1	1	1	5	23	537	280	16	16	92.809204	列
5	1	1	1	5	24	562	281	8	15	96.380226	每
5	1	1	1	5	25	571	281	15	15	95.627235	小
5	1	1	1	5	26	585	272	17	35	0.000000	题
5	1	1	1	5	27	601	280	9	16	96.908684	给
5	1	1	1	5	28	618	281	16	15	96.665703	出
5	1	1	1	5	29	636	281	16	15	96.931007	的
5	1	1	1	5	30	654	281	6	15	96.979752	四
5	1	1	1	5	31	668	281	21	15	96.883629	个
5	1	1	1	5	32	697	281	27	15	91.424210	选项
5	1	1	1	5	33	731	290	3	5	93.253845	中
5	1	1	1	5	34	748	281	5	14	92.990822	，
5	1	1	1	5	35	756	281	22	15	89.686523	只
5	1	1	1	5	36	767	272	18	35	96.966789	有
5	1	1	1	5	37	792	287	3	1	88.872604	一
5	1	1	1	5	38	802	281	18	15	96.633545	项
5	1	1	1	5	39	821	281	56	15	95.562317	符合
5	1	1	1	5	40	857	272	29	35	92.658867	题目
5	1	1	1	5	41	884	281	30	15	85.013069	要
5	1	1	1	5	42	903	272	16	35	52.149067	求
4	1	1	1	6	0	103	317	403	22	-1	
5	1	1	1	6	1	103	317	20	15	93.231934	的
5	1	1	1	6	2	125	308	14	35	92.129692	，
5	1	1	1	6	3	138	317	23	15	93.084000	请
5	1	1	1	6	4	160	308	16	35	91.716476	将
5	1	1	1	6	5	175	317	9	15	94.965431	所
5	1	1	1	6	6	193	317	25	15	91.591965	选项
5	1	1	1	6	7	225	317	10	15	96.924622	前
5	1	1	1	6	8	243	317	8	15	95.670357	的
5	1	1	1	6	9	258	317	27	15	94.469666	字母
5	1	1	1	6	10	293	317	9	15	90.633156	填
5	1	1	1	6	11	309	317	10	15	95.121719	在
5	1	1	1	6	12	326	317	40	22	52.207417	答题
5	1	1	1	6	13	374	337	2	2	85.771713	纸
5	1	1	1	6	14	381	308	12	35	1.858625	”，
5	1	1	1	6	15	414	317	35	15	96.788307	指定
5	1	1	1	6	16	460	317	9	15	92.888802	位
5	1	1	1	6	17	475	317	9	14	93.045647	置
5	1	1	1	6	18	484	308	9	35	53.319088	上
5	1	1	1	6	19	503	328	3	2	53.319088	-
4	1	1	1	7	0	227	370	60	21	-1	
5	1	1	1	7	1	227	370	17	21	73.707489	X2
5	1	1	1	7	2	253	377	34	14	73.634636	+x,
4	1	1	1	8	0	111	388	314	22	-1	
5	1	1	1	8	1	111	390	25	12	76.439430	(1)
5	1	1	1	8	2	148	388	31	16	91.398674	曲线
5	1	1	1	8	3	193	394	8	14	91.398674	y
5	1	1	1	8	4	211	396	10	5	96.565346	=
5	1	1	1	8	5	232	383	21	31	83.496918	一
5	1	1	1	8	6	269	396	10	14	60.686474	一
5	1	1	1	8	7	289	388	10	16	88.601128	渐
5	1	1	1	8	8	304	389	20	14	87.529205	近
5	1	1	1	8	9	325	388	16	16	93.259323	线
5	1	1	1	8	10	343	389	6	15	96.962601	的
5	1	1	1	8	11	358	388	8	16	92.080750	条
5	1	1	1	8	12	374	388	24	16	93.023514	数
5	1	1	1	8	13	411	391	3	11	93.233253	为
5	1	1	1	8	14	413	390	12	12	20.988613	〔()
4	1	1	1	9	0	230	408	44	14	-1	
5	1	1	1	9	1	230	411	8	10	41.379620	X
