level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	14	1000	1478	-1	
3	1	1	1	0	0	37	14	1000	1478	-1	
4	1	1	1	1	0	37	14	1000	35	-1	
5	1	1	1	1	1	37	30	66	10	27.824627	Kaban:
5	1	1	1	1	2	112	30	49	10	38.415928	seco
5	1	1	1	1	3	482	14	32	35	3.333845	Posy
5	1	1	1	1	4	521	14	71	35	0.000000	rereers
5	1	1	1	1	5	913	30	59	10	26.794777	Lamang:
5	1	1	1	1	6	987	30	50	10	0.000000	meked
4	1	1	1	2	0	165	164	645	50	-1	
5	1	1	1	2	1	165	164	50	48	0.000000	(ta
5	1	1	1	2	2	238	174	41	15	0.000000	oo
5	1	1	1	2	3	307	171	28	37	88.995247	1)
5	1	1	1	2	4	374	174	6	15	94.388382	1
5	1	1	1	2	5	415	178	10	11	79.034912	a
5	1	1	1	2	6	458	174	41	15	58.490685	00
5	1	1	1	2	7	529	164	30	50	79.312653	41)
5	1	1	1	2	8	590	164	49	50	86.688255	fie
5	1	1	1	2	9	666	174	9	15	68.442528	0
5	1	1	1	2	10	702	174	9	15	76.632332	0
5	1	1	1	2	11	761	171	49	37	59.136398	1)
4	1	1	1	3	0	174	197	635	57	-1	
5	1	1	1	3	1	174	207	72	15	5.665245	ota
5	1	1	1	3	2	303	197	79	57	30.223747	41/0
5	1	1	1	3	3	417	207	5	15	93.348625	1
5	1	1	1	3	4	458	207	42	15	71.782494	ao
5	1	1	1	3	5	526	207	48	43	40.098114	4,
5	1	1	1	3	6	590	207	45	44	18.506775	[0%
5	1	1	1	3	7	666	207	45	15	79.088379	ao
5	1	1	1	3	8	755	207	18	15	34.578476	=-
5	1	1	1	3	9	807	211	2	39	77.827911	|
4	1	1	1	4	0	174	238	635	33	-1	
5	1	1	1	4	1	174	238	41	15	0.000000	00
5	1	1	1	4	2	238	238	41	15	0.000000	1a
5	1	1	1	4	3	305	238	30	33	42.902851	0)
5	1	1	1	4	4	373	238	52	15	83.017685	0
