level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	14	1000	1478	-1	
3	1	1	1	0	0	37	14	1000	1478	-1	
4	1	1	1	1	0	37	14	1000	36	-1	
5	1	1	1	1	1	37	30	66	10	18.861094	Kuang:
5	1	1	1	1	2	114	30	47	10	0.000000	aeted
5	1	1	1	1	3	482	14	32	36	25.480427	pest
5	1	1	1	1	4	523	14	47	36	0.000000	roret
5	1	1	1	1	5	580	30	12	10	8.548937	es
5	1	1	1	1	6	913	30	59	10	26.794777	Lamang:
5	1	1	1	1	7	987	30	50	10	0.000000	meked
4	1	1	1	2	0	168	162	196	20	-1	
5	1	1	1	2	1	168	166	5	8	71.341446	2.
5	1	1	1	2	2	209	162	36	17	39.706802	ya
5	1	1	1	2	3	311	174	53	8	3.918762	——
4	1	1	1	3	0	111	171	284	34	-1	
5	1	1	1	3	1	111	171	31	29	49.632206	(CD)
5	1	1	1	3	2	161	177	102	28	26.249323	[xf
5	1	1	1	3	3	280	177	29	20	76.165405	f(x?
5	1	1	1	3	4	329	177	66	21	58.078495	+y?)dy
4	1	1	1	4	0	109	218	107	15	-1	
5	1	1	1	4	1	109	218	64	15	91.422508	【答案
5	1	1	1	4	2	161	207	10	36	61.078495	]
5	1	1	1	4	3	187	219	29	13	61.078495	，(B)
4	1	1	1	5	0	109	258	858	25	-1	
5	1	1	1	5	1	109	263	51	15	23.439579	Ue
5	1	1	1	5	2	195	263	24	15	39.973778	ix
5	1	1	1	5	3	229	258	46	25	52.374577	<x?
5	1	1	1	5	4	289	258	34	23	57.196182	+y?
5	1	1	1	5	5	334	254	29	34	40.692959	gee
5	1	1	1	5	6	379	267	4	15	84.040726	y
5	1	1	1	5	7	396	265	20	15	95.889099	的
5	1	1	1	5	8	415	254	16	34	93.149521	下
5	1	1	1	5	9	424	265	31	15	92.314491	界
5	1	1	1	5	10	451	254	18	34	91.953079	为
5	1	1	1	5	11	469	258	91	22	39.602463	V2x—x?,
5	1	1	1	5	12	574	265	13	15	28.926712	ti
