level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1462	-1	
3	1	1	1	0	0	37	30	1000	1462	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	124	10	4.577599	全
5	1	1	1	1	2	482	31	9	8	29.329182	全
5	1	1	1	1	3	496	30	17	10	31.642008	和
5	1	1	1	1	4	516	30	8	10	31.405773	和
5	1	1	1	1	5	527	30	9	10	18.923368	分
5	1	1	1	1	6	540	30	6	10	13.801956	和
5	1	1	1	1	7	550	30	9	10	40.279114	和
5	1	1	1	1	8	563	30	29	10	0.000000	和
5	1	1	1	1	9	913	30	59	10	11.512928	人生，
5	1	1	1	1	10	987	30	50	10	0.000000	人
4	1	1	1	2	0	567	170	184	20	-1	
5	1	1	1	2	1	567	187	7	3	24.454121	-
5	1	1	1	2	2	690	170	61	18	0.000000	ft-e™
4	1	1	1	3	0	102	175	723	39	-1	
5	1	1	1	3	1	102	189	15	15	92.335052	而
5	1	1	1	3	2	131	187	27	17	77.879700	X,Y
5	1	1	1	3	3	174	189	32	14	92.265724	独立
5	1	1	1	3	4	209	178	15	38	88.848297	，
5	1	1	1	3	5	223	189	11	15	80.072472	故
5	1	1	1	3	6	240	189	18	14	93.003860	上
5	1	1	1	3	7	260	188	41	16	86.076744	式
5	1	1	1	3	8	278	178	20	38	96.209503	等
5	1	1	1	3	9	297	178	13	38	61.731194	于
5	1	1	1	3	10	322	183	68	23	68.622726	1-P{X
5	1	1	1	3	11	401	183	73	23	63.004372	>vjpfy
5	1	1	1	3	12	488	184	159	30	0.000000	>y-1-[-F(v
5	1	1	1	3	13	648	179	13	35	0.000000	下
5	1	1	1	3	14	670	175	31	33	43.127842	-|
5	1	1	1	3	15	722	179	10	11	21.572262	a
4	1	1	1	4	0	691	206	134	24	-1	
5	1	1	1	4	1	691	209	44	21	55.556149	(0,
5	1	1	1	4	2	781	206	44	18	88.844673	其
5	1	1	1	4	3	809	199	13	37	92.603722	它
5	1	1	1	4	4	821	199	8	37	69.780952	.
4	1	1	1	5	0	280	255	116	19	-1	
5	1	1	1	5	1	280	255	116	19	28.932117	f2e”，v>0
4	1	1	1	6	0	103	272	297	22	-1	
5	1	1	1	6	1	124	268	19	31	89.803276	fy
5	1	1	1	6	2	149	274	59	19	80.779213	(v)=Fy
5	1	1	1	6	3	228	274	54	19	86.355568	(v)=4
5	1	1	1	6	4	330	272	2	5	0.000000	:
5	1	1	1	6	5	383	272	17	22	56.773109	.
4	1	1	1	7	0	134	275	265	39	-1	
5	1	1	1	7	1	134	275	44	19	22.803082	VE
5	1	1	1	7	2	251	275	5	19	23.632011	Oo
5	1	1	1	7	3	281	293	36	21	69.722740	Lo,
5	1	1	1	7	4	355	290	44	19	93.162834	其
5	1	1	1	7	5	383	281	13	38	92.710098	它
5	1	1	1	7	6	395	281	8	38	62.530373	,
4	1	1	1	8	0	446	336	191	24	-1	
5	1	1	1	8	1	446	336	78	22	25.371523	f2(1-e*
5	1	1	1	8	2	550	340	19	20	26.650057	e*,
5	1	1	1	8	3	623	344	14	16	90.815910	0,
4	1	1	1	9	0	111	344	508	34	-1	
5	1	1	1	9	1	111	359	26	13	89.490036	(2)
5	1	1	1	9	2	148	359	36	14	33.688427	wie,
5	1	1	1	9	3	208	358	11	14	63.828026	U
5	1	1	1	9	4	233	358	12	15	96.736427	的
5	1	1	1	9	5	252	340	34	44	53.075264	概率
5	1	1	1	9	6	285	358	42	15	0.000000	密度
5	1	1	1	9	7	332	366	3	6	88.551041	为
5	1	1	1	9	8	340	340	12	44	35.183334	，
5	1	1	1	9	9	369	360	14	18	49.066811	和
5	1	1	1	9	10	392	358	56	20	36.325794	(U)=
5	1	1	1	9	11	466	344	5	18	0.000000	0
5	1	1	1	9	12	533	344	14	19	42.048916	办
5	1	1	1	9	13	571	340	15	44	77.413727	，
5	1	1	1	9	14	591	347	28	10	33.675873	>
4	1	1	1	10	0	447	376	190	25	-1	
5	1	1	1	10	1	447	382	5	19	32.197884	L
5	1	1	1	10	2	504	380	14	17	93.932327	0,
5	1	1	1	10	3	592	376	45	18	66.800209	HE.
4	1	1	1	11	0	174	417	409	16	-1	
5	1	1	1	11	1	174	418	17	10	73.886879	*
5	1	1	1	11	2	358	418	9	14	96.657158	3
5	1	1	1	11	3	462	418	18	10	27.307339	©
5	1	1	1	11	4	512	424	18	9	34.640343	os
5	1	1	1	11	5	577	417	6	15	35.251945	A
4	1	1	1	12	0	107	426	490	19	-1	
5	1	1	1	12	1	107	431	48	14	87.645149	EU
5	1	1	1	12	2	144	422	28	33	80.089806	=[
