level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1471	-1	
3	1	1	1	0	0	37	30	1000	1462	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	66	10	37.669991	Tuan:
5	1	1	1	1	2	114	30	47	10	44.579727	meted
5	1	1	1	1	3	482	31	9	8	29.329182	全
5	1	1	1	1	4	496	30	15	9	31.642008	和
5	1	1	1	1	5	512	30	12	10	31.405773	和
5	1	1	1	1	6	527	30	9	10	18.923368	分
5	1	1	1	1	7	540	30	6	10	13.801956	和
5	1	1	1	1	8	550	30	9	10	40.279114	和
5	1	1	1	1	9	563	30	29	10	0.000000	和
5	1	1	1	1	10	913	30	124	10	0.849571	人
4	1	1	1	2	0	111	173	806	24	-1	
5	1	1	1	2	1	111	177	36	13	94.740349	(19)
5	1	1	1	2	2	159	176	73	16	0.000000	CALS
5	1	1	1	2	3	251	176	45	15	86.399422	10
5	1	1	1	2	4	281	169	14	32	93.262718	分
5	1	1	1	2	5	295	169	6	32	57.918716	)
5	1	1	1	2	6	308	176	64	15	0.872974	ERIK
5	1	1	1	2	7	393	176	36	18	56.622490	f(x)
5	1	1	1	2	8	443	176	34	15	91.333115	满足
5	1	1	1	2	9	477	169	38	32	90.651230	方程
5	1	1	1	2	10	521	177	3	15	44.138885	f
5	1	1	1	2	11	537	173	24	22	44.138885	(x)
5	1	1	1	2	12	571	179	8	10	85.858040	+
5	1	1	1	2	13	587	173	40	22	47.210392	f(x)
5	1	1	1	2	14	634	176	119	19	19.833708	-2f(x)
5	1	1	1	2	15	712	169	19	32	59.865562	=0
5	1	1	1	2	16	741	169	9	32	59.865562	&
5	1	1	1	2	17	764	177	5	15	65.677109	f
5	1	1	1	2	18	779	173	26	23	55.587254	(x)
5	1	1	1	2	19	811	179	8	10	55.587254	+
5	1	1	1	2	20	829	177	35	20	83.197060	f(x)
5	1	1	1	2	21	872	175	45	17	68.864944	=2e*
4	1	1	1	3	0	103	232	145	18	-1	
5	1	1	1	3	1	103	234	14	12	76.782883	1)
5	1	1	1	3	2	135	233	8	14	89.074379	求
5	1	1	1	3	3	145	232	49	16	93.050591	表达
5	1	1	1	3	4	184	221	17	36	52.300308	式
5	1	1	1	3	5	212	232	6	14	60.609421	f
5	1	1	1	3	6	226	232	22	18	85.340523	(x)
4	1	1	1	4	0	102	281	326	34	-1	
5	1	1	1	4	1	102	292	15	13	92.999268	2)
5	1	1	1	4	2	128	291	99	15	36.251640	RMA
5	1	1	1	4	3	250	295	9	15	36.251640	y
5	1	1	1	4	4	268	284	63	26	0.810375	=f(x)
5	1	1	1	4	5	341	281	8	34	54.476372	[
5	1	1	1	4	6	357	284	71	26	39.420334	f(-t)dt
4	1	1	1	5	0	109	330	64	15	-1	
5	1	1	1	5	1	109	318	47	37	83.982765	【解析
5	1	1	1	5	2	155	330	18	15	73.749466	】，
