level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	14	1000	1478	-1	
3	1	1	1	0	0	37	14	1000	1478	-1	
4	1	1	1	1	0	37	14	1000	36	-1	
5	1	1	1	1	1	37	30	66	10	27.824627	Kaban:
5	1	1	1	1	2	112	30	49	10	38.415928	seco
5	1	1	1	1	3	482	14	32	36	25.480427	pest
5	1	1	1	1	4	523	14	46	36	0.000000	roret
5	1	1	1	1	5	580	30	12	10	8.548937	es
5	1	1	1	1	6	913	30	59	10	15.536900	Taian:
5	1	1	1	1	7	987	30	50	10	35.184155	eke
4	1	1	1	2	0	172	164	211	14	-1	
5	1	1	1	2	1	172	171	11	1	58.160858	=
5	1	1	1	2	2	339	164	5	13	94.455048	1
5	1	1	1	2	3	374	164	9	14	94.455048	2
4	1	1	1	3	0	102	175	291	16	-1	
5	1	1	1	3	1	102	175	31	15	96.417397	其
5	1	1	1	3	2	128	166	16	35	91.569847	中
5	1	1	1	3	3	144	177	36	14	84.548386	P(C
5	1	1	1	3	4	199	177	79	14	75.958252	)=1-P(C
5	1	1	1	3	5	284	166	63	35	62.916798	)=1-—
5	1	1	1	3	6	357	183	36	8	73.599159	==,
4	1	1	1	4	0	161	175	222	33	-1	
5	1	1	1	4	1	161	175	35	20	54.960457	(Cc)
5	1	1	1	4	2	258	176	35	20	65.194229	(Cc)
5	1	1	1	4	3	339	194	44	14	18.116846	a
4	1	1	1	5	0	107	220	834	44	-1	
5	1	1	1	5	1	107	233	11	14	9.922171	P
5	1	1	1	5	2	123	227	45	25	9.922171	(ABC
5	1	1	1	5	3	181	233	71	20	82.421165	)=P(AB
5	1	1	1	5	4	265	233	31	20	78.292236	)-P
5	1	1	1	5	5	307	233	46	19	88.211327	(ABC
5	1	1	1	5	6	363	220	31	44	39.075882	=
5	1	1	1	5	7	406	233	79	20	39.075882	-P(aBC
5	1	1	1	5	8	495	235	11	18	70.460045	)，
5	1	1	1	5	9	520	234	24	14	91.800064	由
5	1	1	1	5	10	541	223	14	35	82.732750	于
