level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1462	-1	
3	1	1	1	0	0	37	30	1000	1462	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	66	10	7.393780	Kaas
5	1	1	1	1	2	112	30	49	10	0.000000	eked
5	1	1	1	1	3	482	30	110	10	0.000000	sanboseata
5	1	1	1	1	4	913	30	33	10	22.712259	[位
5	1	1	1	1	5	946	30	23	10	39.218174	公信
5	1	1	1	1	6	968	15	9	34	48.818439	号
5	1	1	1	1	7	977	15	5	34	68.824928	:
5	1	1	1	1	8	989	31	7	8	47.162514	二
5	1	1	1	1	9	998	30	39	10	56.747059	地
5	1	1	1	1	10	1011	15	11	34	57.727184	大
5	1	1	1	1	11	1021	30	16	10	6.507969	让
4	1	1	1	2	0	143	78	631	30	-1	
5	1	1	1	2	1	143	82	8	13	93.903282	0
5	1	1	1	2	2	293	84	20	15	63.807049	py
5	1	1	1	2	3	446	84	21	15	46.684044	Piz
5	1	1	1	2	4	598	78	24	30	89.652901	Pis
5	1	1	1	2	5	753	82	21	13	77.378960	113
4	1	1	1	3	0	145	138	629	16	-1	
5	1	1	1	3	1	145	138	4	13	96.170425	1
5	1	1	1	3	2	292	139	21	15	78.158890	pz
5	1	1	1	3	3	446	139	22	15	50.956276	pz
5	1	1	1	3	4	601	139	21	15	76.578323	Pos
5	1	1	1	3	5	752	138	22	13	81.318901	213
4	1	1	1	4	0	291	182	330	13	-1	
5	1	1	1	4	1	291	182	21	13	77.714020	1/3
5	1	1	1	4	2	445	182	21	13	64.651863	1/3
5	1	1	1	4	3	601	182	20	13	77.195496	113
4	1	1	1	5	0	81	242	293	24	-1	
5	1	1	1	5	1	81	250	95	16	92.050453	根据
5	1	1	1	5	2	122	238	17	38	96.632538	已
5	1	1	1	5	3	138	238	18	38	90.459274	知
5	1	1	1	5	4	155	238	17	38	93.076683	条
5	1	1	1	5	5	172	238	19	38	2.103186	件
5	1	1	1	5	6	200	242	51	20	85.733215	POC
5	1	1	1	5	7	262	242	85	21	3.502645	=v?}=1,
5	1	1	1	5	8	361	250	13	14	56.264763	a
4	1	1	1	6	0	86	300	886	24	-1	
5	1	1	1	6	1	86	300	38	20	91.228745	P{X
5	1	1	1	6	2	136	305	44	17	82.818336	=0,Y
5	1	1	1	6	3	191	300	91	20	90.087616	=0}+P{X
5	1	1	1	6	4	293	304	41	18	77.872757	=1,Y
5	1	1	1	6	5	346	300	102	20	72.718727	=-1}+P{X
5	1	1	1	6	6	458	301	107	21	51.614285	=4Y=1}=1
5	1	1	1	6	7	596	316	1	5	86.446205	，
5	1	1	1	6	8	628	307	15	14	92.697754	可
5	1	1	1	6	9	667	307	14	15	87.295174	知
5	1	1	1	6	10	710	306	39	18	60.010410	ps
5	1	1	1	6	11	775	306	41	18	36.313820	pt
5	1	1	1	6	12	832	305	54	18	20.233932	pls
5	1	1	1	6	13	919	307	15	14	83.358963	从
5	1	1	1	6	14	958	307	14	15	91.766609	而
4	1	1	1	7	0	418	350	5	14	-1	
5	1	1	1	7	1	418	350	5	14	95.757812	1
4	1	1	1	8	0	88	363	543	32	-1	
5	1	1	1	8	1	88	367	75	15	44.939949	PP
5	1	1	1	8	2	182	369	12	12	17.191792	=
5	1	1	1	8	3	207	373	6	8	82.005676	3
5	1	1	1	8	4	222	359	41	32	8.482246	PO+=
5	1	1	1	8	5	271	367	19	14	8.482246	Piz
5	1	1	1	8	6	302	369	9	5	95.034386	=
5	1	1	1	8	7	320	367	20	14	62.939377	Par
5	1	1	1	8	8	350	369	9	5	93.473595	=
5	1	1	1	8	9	369	367	22	14	64.485260	Pos
5	1	1	1	8	10	401	369	36	26	18.120232	=F"
5	1	1	1	8	11	451	364	13	15	56.824894	BD
5	1	1	1	8	12	474	364	157	18	56.824894	(X,Y)
5	1	1	1	8	13	538	359	18	31	96.986122	的
5	1	1	1	8	14	555	359	36	31	96.804710	概率
5	1	1	1	8	15	590	359	18	31	92.677261	分
5	1	1	1	8	16	607	359	17	31	79.887665	布
5	1	1	1	8	17	623	359	12	31	96.934059	为
4	1	1	1	9	0	178	398	230	37	-1	
5	1	1	1	9	1	178	420	10	12	96.279877	x
5	1	1	1	9	2	200	398	14	37	24.769087	NG
5	1	1	1	9	3	262	413	12	12	86.409561	-1
5	1	1	1	9	4	333	414	8	12	95.579590	0
5	1	1	1	9	5	403	416	5	12	95.899391	1
4	1	1	1	10	0	197	456	214	16	-1	
5	1	1	1	10	1	197	457	8	13	95.406433	0
5	1	1	1	10	2	268	456	8	13	96.438980	0
