level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	14	1000	1478	-1	
3	1	1	1	0	0	37	14	1000	174	-1	
4	1	1	1	1	0	37	14	1000	36	-1	
5	1	1	1	1	1	37	30	66	10	27.824627	Kaban:
5	1	1	1	1	2	112	30	49	10	38.415928	seco
5	1	1	1	1	3	482	14	32	36	25.480427	pest
5	1	1	1	1	4	523	14	46	36	0.000000	roret
5	1	1	1	1	5	580	30	12	10	8.548937	es
5	1	1	1	1	6	913	30	59	10	15.536900	Taian:
5	1	1	1	1	7	987	30	50	10	35.184155	eke
4	1	1	1	2	0	81	64	685	21	-1	
5	1	1	1	2	1	81	67	22	11	11.452847	Ss
5	1	1	1	2	2	114	64	55	15	37.506275	MGM:
5	1	1	1	2	3	195	65	37	13	25.942965	9614
5	1	1	1	2	4	240	64	37	15	52.672249	NB,
5	1	1	1	2	5	290	64	48	15	41.476444	AEA
5	1	1	1	2	6	357	64	35	15	22.803774	4,
5	1	1	1	2	7	405	64	15	15	46.185150	TE
5	1	1	1	2	8	434	64	44	15	93.292191	24
5	1	1	1	2	9	466	54	16	35	92.575050	分
5	1	1	1	2	10	490	64	5	14	89.556915	，
5	1	1	1	2	11	497	64	18	15	92.042557	请
5	1	1	1	2	12	514	54	16	35	96.975159	将
5	1	1	1	2	13	529	64	34	15	93.224106	答案
5	1	1	1	2	14	566	64	15	15	91.833801	写
5	1	1	1	2	15	580	66	9	12	96.405075	在
5	1	1	1	2	16	592	64	48	21	88.790108	答题
5	1	1	1	2	17	634	54	14	35	92.683891	纸
5	1	1	1	2	18	668	64	83	15	37.128128	指定
5	1	1	1	2	19	709	54	20	35	93.005432	位
5	1	1	1	2	20	728	54	19	35	92.788742	置
5	1	1	1	2	21	746	54	7	35	88.257797	上
5	1	1	1	2	22	764	75	2	3	82.716049	，
4	1	1	1	3	0	81	109	354	39	-1	
5	1	1	1	3	1	81	117	19	16	92.418205	(9)
5	1	1	1	3	2	112	116	15	15	25.892597	设
