level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	11	1000	1481	-1	
3	1	1	1	0	0	37	11	1000	1481	-1	
4	1	1	1	1	0	37	11	1000	39	-1	
5	1	1	1	1	1	37	30	59	10	0.000000	ss
5	1	1	1	1	2	114	11	47	39	8.109484	mite
5	1	1	1	1	3	482	30	110	10	0.000000	要
5	1	1	1	1	4	913	30	58	10	34.036289	[mans
5	1	1	1	1	5	987	30	50	10	0.000000	meee
4	1	1	1	2	0	174	76	16	28	-1	
5	1	1	1	2	1	174	76	16	28	53.937778	fi
4	1	1	1	3	0	177	73	109	38	-1	
5	1	1	1	3	1	177	73	19	38	38.048096	ol
5	1	1	1	3	2	277	94	9	9	84.011673	<
4	1	1	1	4	0	88	93	505	32	-1	
5	1	1	1	4	1	88	105	116	20	0.293655	fonyy=da
5	1	1	1	4	2	226	93	43	18	0.000000	YS
5	1	1	1	4	3	292	93	158	29	51.504612	OXY)
5	1	1	1	4	4	420	89	28	42	13.616114	tS
5	1	1	1	4	5	464	106	17	14	96.176628	上
5	1	1	1	4	6	482	105	92	16	91.064583	服从
5	1	1	1	4	7	514	89	17	42	0.000000	约
5	1	1	1	4	8	530	89	16	42	74.915146	多
5	1	1	1	4	9	546	89	24	42	39.677719	分
5	1	1	1	4	10	569	89	14	42	78.106346	布
5	1	1	1	4	11	591	117	2	2	46.045555	，
4	1	1	1	5	0	174	128	109	30	-1	
5	1	1	1	5	1	174	128	24	30	7.722511	10，
5	1	1	1	5	2	247	131	36	18	7.722511	其
5	1	1	1	5	3	269	124	18	39	96.412552	他
4	1	1	1	6	0	377	187	128	19	-1	
5	1	1	1	6	1	377	187	20	19	61.119053	(1,
5	1	1	1	6	2	437	201	3	5	22.520412	(xy)
5	1	1	1	6	3	470	189	35	17	22.520412	eG,
4	1	1	1	7	0	81	188	381	36	-1	
5	1	1	1	7	1	81	206	14	15	46.633858	)
