level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1462	-1	
3	1	1	1	0	0	37	30	1000	1462	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	66	10	47.096992	Trans:
5	1	1	1	1	2	115	30	46	10	25.232935	meee
5	1	1	1	1	3	482	30	110	10	0.000000	sanboseata
5	1	1	1	1	4	913	30	27	10	22.712259	[位
5	1	1	1	1	5	945	30	24	10	39.218174	公信
5	1	1	1	1	6	968	15	9	34	48.818439	号
5	1	1	1	1	7	977	15	5	34	68.824928	:
5	1	1	1	1	8	989	31	7	8	47.162514	二
5	1	1	1	1	9	998	30	39	10	56.747059	地
5	1	1	1	1	10	1011	15	11	34	57.727184	大
5	1	1	1	1	11	1021	30	16	10	6.507969	让
4	1	1	1	2	0	124	71	303	21	-1	
5	1	1	1	2	1	124	72	38	20	14.065256	[1]
5	1	1	1	2	2	186	72	38	20	39.453743	[4]
5	1	1	1	2	3	263	71	38	21	34.092796	TI
5	1	1	1	2	4	347	71	80	21	46.561581	nn
4	1	1	1	3	0	84	93	350	60	-1	
5	1	1	1	3	1	84	93	61	59	45.479259	<
5	1	1	1	3	2	162	93	44	59	27.680845	上
5	1	1	1	3	3	223	93	61	59	14.750252	|
5	1	1	1	3	4	301	93	7	38	68.491951	|
5	1	1	1	3	5	327	93	36	60	38.214241	“p
5	1	1	1	3	6	375	93	39	59	18.174658	由
5	1	1	1	3	7	426	93	8	38	82.948685	|
4	1	1	1	4	0	124	133	304	27	-1	
5	1	1	1	4	1	124	133	80	27	30.009541	ED
5	1	1	1	4	2	263	133	39	27	40.787949	LE
5	1	1	1	4	3	347	133	29	27	30.509529	by
4	1	1	1	5	0	80	187	609	24	-1	
5	1	1	1	5	1	80	191	83	15	96.705765	所
5	1	1	1	5	2	102	181	20	35	93.120491	以
5	1	1	1	5	3	121	181	17	35	88.841415	按
5	1	1	1	5	4	137	191	26	15	85.805855	定义
5	1	1	1	5	5	180	191	10	14	28.380003	》
5	1	1	1	5	6	200	191	19	14	91.325851	=1
5	1	1	1	5	7	229	191	11	15	87.534775	是
5	1	1	1	5	8	251	191	7	14	92.148453	A
5	1	1	1	5	9	270	191	11	15	93.027695	的
5	1	1	1	5	10	283	191	54	15	93.053825	特征
5	1	1	1	5	11	327	181	19	35	91.586639	值
5	1	1	1	5	12	345	181	9	35	92.184288	，
5	1	1	1	5	13	362	196	18	15	52.938789	at
5	1	1	1	5	14	391	199	9	5	75.753517	=
5	1	1	1	5	15	406	187	82	24	72.463432	(10,1)
5	1	1	1	5	16	478	181	16	35	90.811203	是
5	1	1	1	5	17	500	192	7	14	90.811203	A
5	1	1	1	5	18	514	193	32	15	88.107796	属于
5	1	1	1	5	19	556	192	10	14	40.053787	入
5	1	1	1	5	20	574	192	20	14	88.459412	=1
5	1	1	1	5	21	605	193	10	15	96.595268	的
5	1	1	1	5	22	618	193	71	15	96.827408	特征
5	1	1	1	5	23	660	181	16	35	93.193954	向
5	1	1	1	5	24	675	181	12	35	93.164810	量
5	1	1	1	5	25	686	181	7	35	33.089836	;
4	1	1	1	6	0	87	242	560	25	-1	
5	1	1	1	6	1	87	248	10	14	49.854912	2
5	1	1	1	6	2	105	254	10	5	20.961899	=
5	1	1	1	6	3	122	248	37	16	92.341270	-1
5	1	1	1	6	4	148	238	18	34	91.368279	是
5	1	1	1	6	5	172	248	9	14	91.368279	A
5	1	1	1	6	6	187	249	13	15	91.665245	的
5	1	1	1	6	7	208	249	39	16	92.953827	特征
5	1	1	1	6	8	254	259	2	4	92.490723	值
5	1	1	1	6	9	265	238	10	34	90.729271	，
5	1	1	1	6	10	284	252	17	15	63.441292	oa
5	1	1	1	6	11	312	248	49	19	91.025101	=(10,
5	1	1	1	6	12	372	248	24	19	6.955166	-1
5	1	1	1	6	13	414	242	9	22	82.785164	是
5	1	1	1	6	14	437	248	8	14	90.877922	A
5	1	1	1	6	15	454	249	18	15	91.507431	属
5	1	1	1	6	16	474	250	8	14	95.246086	于
5	1	1	1	6	17	492	248	10	14	29.142147	入
5	1	1	1	6	18	512	254	7	5	88.632607	=
5	1	1	1	6	19	527	248	17	14	86.008118	-1
5	1	1	1	6	20	554	249	12	15	94.058357	的
5	1	1	1	6	21	568	249	66	16	96.602592	特征
5	1	1	1	6	22	610	238	17	34	92.076836	向
5	1	1	1	6	23	627	238	11	34	88.078819	量
5	1	1	1	6	24	645	261	2	2	39.899826	.
4	1	1	1	7	0	83	298	859	26	-1	
5	1	1	1	7	1	83	305	13	15	92.774406	设
