level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	14	1000	1478	-1	
3	1	1	1	0	0	37	14	1000	348	-1	
4	1	1	1	1	0	37	14	1000	36	-1	
5	1	1	1	1	1	37	30	66	10	27.824627	Kaban:
5	1	1	1	1	2	112	30	49	10	38.415928	seco
5	1	1	1	1	3	482	14	32	36	25.480427	pest
5	1	1	1	1	4	523	14	47	36	0.000000	roret
5	1	1	1	1	5	580	30	12	10	8.548937	es
5	1	1	1	1	6	913	30	59	10	15.536900	Taian:
5	1	1	1	1	7	987	30	50	10	35.184155	eke
4	1	1	1	2	0	88	66	99	27	-1	
5	1	1	1	2	1	88	77	51	16	75.620804	[答案
5	1	1	1	2	2	137	62	12	41	82.208443	】
5	1	1	1	2	3	161	66	26	27	43.576843	45
4	1	1	1	3	0	161	96	9	14	-1	
5	1	1	1	3	1	161	96	9	14	96.939590	3
4	1	1	1	4	0	88	121	249	16	-1	
5	1	1	1	4	1	88	121	51	15	93.250984	【详解
5	1	1	1	4	2	138	110	12	36	92.624207	】
5	1	1	1	4	3	149	121	14	16	90.582695	本
5	1	1	1	4	4	169	122	11	14	57.286358	是
5	1	1	1	4	5	187	121	26	15	0.000000	涉及
5	1	1	1	4	6	219	121	11	15	96.891998	到
5	1	1	1	4	7	237	121	10	15	96.898643	的
5	1	1	1	4	8	255	121	34	15	96.561562	主要
5	1	1	1	4	9	302	121	35	15	95.490303	知识
5	1	1	1	4	10	322	110	19	36	57.418190	点
4	1	1	1	5	0	81	161	360	19	-1	
5	1	1	1	5	1	81	162	15	15	93.089134	设
5	1	1	1	5	2	101	161	11	16	93.303993	有
5	1	1	1	5	3	114	162	8	14	73.230919	和
5	1	1	1	5	4	127	161	53	16	81.528412	连续
5	1	1	1	5	5	153	151	19	36	44.211975	则
5	1	1	1	5	6	171	151	19	36	0.000000	线
5	1	1	1	5	7	200	165	9	14	83.565201	y
5	1	1	1	5	8	221	151	18	36	40.544678	=F
5	1	1	1	5	9	236	161	61	19	28.813816	(x)
