level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	12	1000	1480	-1	
3	1	1	1	0	0	37	12	1000	1480	-1	
4	1	1	1	1	0	37	12	1000	37	-1	
5	1	1	1	1	1	37	30	66	10	23.481560	Laing:
5	1	1	1	1	2	112	30	49	10	29.118471	aan
5	1	1	1	1	3	482	12	110	37	0.000000	perrvesters
5	1	1	1	1	4	913	30	59	10	14.540672	全
5	1	1	1	1	5	987	30	50	10	13.639383	有
4	1	1	1	2	0	145	62	483	52	-1	
5	1	1	1	2	1	145	72	87	25	67.589348	f(-V3)=
5	1	1	1	2	2	245	72	104	26	84.204849	4arctah(
5	1	1	1	2	3	371	72	45	25	10.132685	-3f
5	1	1	1	2	4	432	62	83	52	38.145756	(Sane
5	1	1	1	2	5	556	80	33	13	82.769272	=3
5	1	1	1	2	6	619	80	9	13	88.156715	0
4	1	1	1	3	0	103	128	500	29	-1	
5	1	1	1	3	1	82	135	51	15	35.552544	Mx
5	1	1	1	3	2	141	128	77	24	0.000000	<NB
5	1	1	1	3	3	198	124	25	37	19.432688	I,
5	1	1	1	3	4	243	136	36	18	27.613173	F(x)
5	1	1	1	3	5	287	135	54	15	20.043472	HMB
5	1	1	1	3	6	377	135	21	16	1.609850	x
5	1	1	1	3	7	407	136	6	10	27.887917	=
5	1	1	1	3	8	420	137	39	19	50.810390	(2,
5	1	1	1	3	9	466	128	51	29	36.977379	VB),
5	1	1	1	3	10	525	136	36	18	62.380604	F(x)
5	1	1	1	3	11	571	140	8	10	28.391619	>
5	1	1	1	3	12	585	136	18	14	28.391619	0:
4	1	1	1	4	0	103	184	546	28	-1	
5	1	1	1	4	1	82	194	11	9	6.893644	2
5	1	1	1	4	2	126	184	68	24	65.057243	NB
5	1	1	1	4	3	171	180	24	36	74.200226	<x
5	1	1	1	4	4	202	184	63	23	0.000000	<V3nt.
5	1	1	1	4	5	290	193	36	18	61.821907	f(x)
5	1	1	1	4	6	342	204	68	4	19.973631	amt,
5	1	1	1	4	7	423	197	11	10	15.919809	«
5	1	1	1	4	8	447	195	7	11	53.645115	x
5	1	1	1	4	9	465	192	4	10	53.645115	€
5	1	1	1	4	10	480	180	46	36	72.211952	(V3,
5	1	1	1	4	11	537	180	34	36	73.580490	V3),
5	1	1	1	4	12	582	193	34	18	65.443642	F(x)
5	1	1	1	4	13	627	193	22	14	93.020897	>0
4	1	1	1	5	0	103	243	399	27	-1	
5	1	1	1	5	1	82	253	30	11	19.026794	2X
5	1	1	1	5	2	124	256	7	5	35.778156	=
5	1	1	1	5	3	143	258	5	2	72.488106	一
5	1	1	1	5	4	158	243	15	24	41.026375	了
5	1	1	1	5	5	178	251	14	14	82.848579	是
5	1	1	1	5	6	200	239	38	35	82.860558	函数
5	1	1	1	5	7	240	244	139	26	58.340622	『(X)
5	1	1	1	5	8	290	239	14	35	92.635551	在
5	1	1	1	5	9	305	244	42	26	57.216488	(2,
5	1	1	1	5	10	355	239	27	35	64.789536	V8)
5	1	1	1	5	11	389	251	28	14	39.064796	Ee
5	1	1	1	5	12	431	250	71	15	39.064796	IE.
4	1	1	1	6	0	117	292	378	16	-1	
5	1	1	1	6	1	117	305	2	3	89.931946	y
5	1	1	1	6	2	379	292	22	14	21.028614	4x
5	1	1	1	6	3	474	292	21	14	63.298370	8x
4	1	1	1	7	0	81	297	505	40	-1	
5	1	1	1	7	1	81	305	21	14	96.320221	又
5	1	1	1	7	2	101	304	28	15	79.988831	因为
5	1	1	1	7	3	144	297	50	26	79.988831	f(V3)
5	1	1	1	7	4	205	305	77	14	60.995213	=4arotan
5	1	1	1	7	5	292	293	22	35	57.822174	V3
5	1	1	1	7	6	320	298	55	23	20.909882	-+
5	1	1	1	7	7	387	323	9	14	92.228439	3
5	1	1	1	7	8	411	298	57	23	69.522522	-=
5	1	1	1	7	9	483	323	9	14	93.566048	3
5	1	1	1	7	10	506	298	80	23	59.067909	-2V3
5	1	1	1	7	11	565	294	25	35	92.493065	>0
4	1	1	1	8	0	470	358	7	14	-1	
5	1	1	1	8	1	470	358	7	14	79.887230	)
4	1	1	1	9	0	83	361	442	32	-1	
5	1	1	1	9	1	83	373	12	14	71.960632	B
5	1	1	1	9	2	107	375	22	14	5.329304	lint
5	1	1	1	9	3	145	374	60	19	70.381287	(x)=
5	1	1	1	9	4	214	362	107	27	31.928530	lim_|4arctan
5	1	1	1	9	5	330	378	38	11	0.000000	xx
5	1	1	1	9	6	376	361	87	29	7.531338	+2245
5	1	1	1	9	7	474	375	51	14	20.180973	|=,
4	1	1	1	10	0	104	379	371	37	-1	
5	1	1	1	10	1	104	390	37	13	41.790932	mp
5	1	1	1	10	2	210	379	50	37	20.853376	oro
5	1	1	1	10	3	400	392	8	14	96.847298	3
5	1	1	1	10	4	467	390	8	20	5.645037	jj
4	1	1	1	11	0	104	438	417	27	-1	
5	1	1	1	11	1	82	449	11	10	23.935566	-由
5	1	1	1	11	2	125	446	25	15	73.028931	零点
5	1	1	1	11	3	158	446	37	15	96.286552	定理
5	1	1	1	11	4	203	446	8	15	93.215851	可
5	1	1	1	11	5	213	449	11	11	92.641304	知
5	1	1	1	11	6	230	434	12	38	38.616146	，
5	1	1	1	11	7	258	438	83	25	38.616146	”3xo
5	1	1	1	11	8	294	434	10	38	51.405823	se
5	1	1	1	11	9	310	438	31	25	76.084579	(V3,
5	1	1	1	11	10	351	446	41	18	47.661053	+0),
5	1	1	1	11	11	415	446	5	15	91.941383	使
5	1	1	1	11	12	434	445	38	19	63.800411	f(xo
5	1	1	1	11	13	484	446	16	19	89.066582	)=
5	1	1	1	11	14	507	445	14	17	83.306953	0，
4	1	1	1	12	0	273	489	145	15	-1	
5	1	1	1	12	1	273	489	22	15	71.325653	4
4	1	1	1	13	0	102	495	379	38	-1	
5	1	1	1	13	1	82	502	52	15	19.795828	«Jif
5	1	1	1	13	2	142	502	62	14	57.345196	arctan
5	1	1	1	13	3	212	505	8	11	87.220451	x
5	1	1	1	13	4	228	505	23	11	67.963608	—x
5	1	1	1	13	5	259	502	40	31	38.184738	+=
5	1	1	1	13	6	306	495	39	23	95.971085	一
5	1	1	1	13	7	326	491	17	36	58.445671	VS
5	1	1	1	13	8	352	502	24	14	83.340584	=0
5	1	1	1	13	9	384	502	97	15	15.484753	ANE
4	1	1	1	14	0	91	574	166	17	-1	
5	1	1	1	14	1	91	574	102	17	76.240952	(19)(
5	1	1	1	14	2	132	561	17	38	76.598572	本
5	1	1	1	14	3	148	561	23	38	75.653740	题
5	1	1	1	14	4	170	561	34	38	91.407585	满分
5	1	1	1	14	5	211	575	46	16	92.415108	10
5	1	1	1	14	6	241	561	13	38	93.291954	分
5	1	1	1	14	7	253	561	8	38	90.437469	)
4	1	1	1	15	0	130	608	480	23	-1	
5	1	1	1	15	1	130	612	22	15	92.705566	设
5	1	1	1	15	2	157	612	19	15	0.000000	函数
5	1	1	1	15	3	192	613	36	18	37.047421	f(x)
5	1	1	1	15	4	241	612	14	15	96.950371	在
5	1	1	1	15	5	257	612	17	15	93.135857	区
5	1	1	1	15	6	275	613	7	14	92.034210	间
5	1	1	1	15	7	298	608	144	22	13.868923	[0,1]
5	1	1	1	15	8	343	600	15	37	79.606697	具
5	1	1	1	15	9	357	600	17	37	96.924652	有
5	1	1	1	15	10	373	600	36	37	78.089035	连续
5	1	1	1	15	11	408	600	40	37	79.897850	导数
5	1	1	1	15	12	447	600	12	37	79.584869	，
5	1	1	1	15	13	475	613	6	14	36.667461	人
5	1	1	1	15	14	489	613	21	18	70.178848	(0)
5	1	1	1	15	15	520	613	28	14	89.003235	=1，
5	1	1	1	15	16	565	613	17	14	72.972549	且
5	1	1	1	15	17	583	612	27	15	78.244446	满足
4	1	1	1	16	0	89	656	817	26	-1	
5	1	1	1	16	1	89	661	25	21	81.232872	[Jf
5	1	1	1	16	2	123	662	101	18	85.185974	(x+y)dxdy
5	1	1	1	16	3	232	668	10	4	94.478378	=
5	1	1	1	16	4	252	661	26	21	37.960701	[[f
5	1	1	1	16	5	286	662	69	18	46.594917	(t)dxdy,
5	1	1	1	16	6	371	661	16	18	78.387817	D,
5	1	1	1	16	7	398	656	45	23	84.005806	={(x,
5	1	1	1	16	8	451	658	66	24	45.457920	y)|0<y
5	1	1	1	16	9	525	661	66	17	49.731594	<t—x,0
5	1	1	1	16	10	602	661	25	14	93.218941	<x
5	1	1	1	16	11	635	657	48	22	36.561031	St}
5	1	1	1	16	12	691	662	20	13	93.079094	<t
5	1	1	1	16	13	720	661	10	13	7.548351	和
5	1	1	1	16	14	735	661	22	18	78.837875	1)，
5	1	1	1	16	15	771	663	15	15	92.803177	求
5	1	1	1	16	16	799	662	107	18	70.632698	f(x)
5	1	1	1	16	17	847	652	16	34	96.910095	的
5	1	1	1	16	18	862	662	33	18	92.936607	表达
5	1	1	1	16	19	894	652	16	34	89.070335	式
4	1	1	1	17	0	83	671	178	37	-1	
5	1	1	1	17	1	83	671	13	37	27.093678	0,
5	1	1	1	17	2	251	690	10	10	28.493271	2
4	1	1	1	18	0	88	712	249	15	-1	
5	1	1	1	18	1	88	712	51	15	91.694862	【详解
5	1	1	1	18	2	136	699	15	38	91.488647	】
5	1	1	1	18	3	150	712	13	15	60.811661	本
5	1	1	1	18	4	169	712	17	15	33.662453	题
5	1	1	1	18	5	188	712	25	15	96.197319	涉及
5	1	1	1	18	6	219	712	20	15	87.456276	到
5	1	1	1	18	7	242	715	10	12	96.788277	的
5	1	1	1	18	8	255	712	34	15	96.919525	主要
5	1	1	1	18	9	292	712	32	15	94.337120	知识
5	1	1	1	18	10	325	717	6	10	92.246941	点
5	1	1	1	18	11	335	720	2	6	55.114449	:
4	1	1	1	19	0	81	739	666	53	-1	
5	1	1	1	19	1	81	760	15	2	92.493156	一
5	1	1	1	19	2	102	755	11	15	93.225571	阶
