level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1075	1521	-1	
2	1	1	0	0	0	37	30	1000	1462	-1	
3	1	1	1	0	0	37	30	1000	1462	-1	
4	1	1	1	1	0	37	30	1000	10	-1	
5	1	1	1	1	1	37	30	66	10	18.861094	Kuang:
5	1	1	1	1	2	112	30	49	10	0.000000	aeted
5	1	1	1	1	3	482	30	110	10	0.000000	sanboseata
5	1	1	1	1	4	913	30	59	10	26.794777	Lamang:
5	1	1	1	1	5	987	30	50	10	0.000000	meked
4	1	1	1	2	0	111	70	36	58	-1	
5	1	1	1	2	1	111	70	36	58	40.540768	=|
4	1	1	1	3	0	102	87	329	23	-1	
5	1	1	1	3	1	82	96	61	10	27.864218	eS)
5	1	1	1	3	2	180	98	10	5	73.123146	=f
5	1	1	1	3	3	199	87	144	23	53.450699	22+fz(22)
5	1	1	1	3	4	357	91	23	17	30.154690	.fa
5	1	1	1	3	5	390	87	41	23	30.154690	(11)
4	1	1	1	4	0	105	109	67	21	-1	
5	1	1	1	4	1	105	109	67	21	17.422695	KY.)
4	1	1	1	5	0	91	180	170	17	-1	
5	1	1	1	5	1	91	181	28	16	95.026115	(17)
5	1	1	1	5	2	126	180	23	17	92.927437	(本
5	1	1	1	5	3	157	180	16	15	54.212936	题
5	1	1	1	5	4	176	180	23	15	95.290771	满分
5	1	1	1	5	5	214	181	16	13	93.200081	10
5	1	1	1	5	6	239	180	22	17	92.537422	分
5	1	1	1	5	7	257	170	8	35	91.726746	)
4	1	1	1	6	0	128	215	267	41	-1	
5	1	1	1	6	1	128	234	26	14	84.035034	求
5	1	1	1	6	2	154	234	5	10	92.961853	不
5	1	1	1	6	3	166	234	10	14	90.752625	定
5	1	1	1	6	4	184	234	26	15	94.100655	积分
5	1	1	1	6	5	230	215	82	41	13.461847	pavesinv
5	1	1	1	6	6	333	221	24	15	86.223717	+m
5	1	1	1	6	7	365	225	10	11	85.784264	x
5	1	1	1	6	8	386	239	9	11	50.512299	xx
4	1	1	1	7	0	295	247	27	24	-1	
5	1	1	1	7	1	295	247	27	24	81.625862	vx
4	1	1	1	8	0	88	289	249	16	-1	
5	1	1	1	8	1	88	290	51	15	92.767059	【详解
5	1	1	1	8	2	136	279	14	35	88.260437	】
5	1	1	1	8	3	149	289	14	16	88.928055	本
5	1	1	1	8	4	171	290	15	14	91.578079	题
5	1	1	1	8	5	189	289	24	16	96.590828	涉及
5	1	1	1	8	6	219	290	11	15	96.482956	到
5	1	1	1	8	7	237	290	18	15	96.935272	的
5	1	1	1	8	8	261	290	27	15	96.651115	主要
5	1	1	1	8	9	289	290	32	14	94.558563	知识
5	1	1	1	8	10	323	290	8	15	92.968063	点
5	1	1	1	8	11	335	297	2	7	40.020523	，
4	1	1	1	9	0	89	326	606	26	-1	
5	1	1	1	9	1	89	331	27	13	67.914383	CD
5	1	1	1	9	2	133	328	163	24	32.027267	x=9t，Jf(xdx
5	1	1	1	9	3	306	337	10	5	96.071686	=
5	1	1	1	9	4	325	320	3	36	39.935986	|
5	1	1	1	9	5	340	329	53	23	0.000000	FOUL]
5	1	1	1	9	6	412	329	39	20	8.662357	(tat
5	1	1	1	9	7	459	331	85	18	69.750992	=Gtt)+C
5	1	1	1	9	8	554	326	141	23	0.000000	=Glo2(oo)l+c，
4	1	1	1	10	0	89	387	199	21	-1	
5	1	1	1	10	1	89	389	27	12	89.682335	(2)
5	1	1	1	10	2	138	387	35	21	86.680405	Judv
5	1	1	1	10	3	181	387	107	21	43.305450	=uv-jJvdu:
4	1	1	1	11	0	89	443	373	22	-1	
5	1	1	1	11	1	89	445	27	12	68.813797	(3)
5	1	1	1	11	2	138	443	138	22	22.690353	ff(x)
5	1	1	1	11	3	201	439	19	30	5.192404	圭
5	1	1	1	11	4	220	443	56	22	40.052685	9(X)]dx
5	1	1	1	11	5	285	450	10	5	90.648636	=
5	1	1	1	11	6	304	445	5	20	0.000000	f
5	1	1	1	11	7	316	443	146	22	0.000000	F(x)dx
5	1	1	1	11	8	380	439	8	30	83.740562	=
5	1	1	1	11	9	397	439	18	30	69.248154	fg
5	1	1	1	11	10	420	443	42	22	63.028122	(x)dx
4	1	1	1	12	0	81	497	327	25	-1	
5	1	1	1	12	1	81	504	71	16	96.921333	在
5	1	1	1	12	2	103	493	17	38	96.823776	本
5	1	1	1	12	3	119	504	18	16	73.619324	是
5	1	1	1	12	4	136	493	20	38	45.782475	中
5	1	1	1	12	5	165	504	15	16	91.466095	&
5	1	1	1	12	6	197	497	64	24	6.544724	taVx,
5	1	1	1	12	7	272	499	52	23	69.675873	x=t?,
